rank,citations,citing author name,affiliation,latitude,longitude,country,citing paper title,cited paper title,county,city,state
359,55,Martin Ethier,University of Waterloo,43.4701994,-80.54524293779451,Canada,Sim-to-real domain adaptation for lane detection and classification in autonomous driving,Deflating dataset bias using synthetic data augmentation,Region of Waterloo,Wilmot,Ontario
360,55,Muzhou Yu,Unknown affiliation,,,,Revisiting Data Augmentation in Model Compression: An Empirical and Comprehensive Study,Deflating dataset bias using synthetic data augmentation,,,
361,53,Ruiqi Zhang,University of California,37.875499649999995,-122.23906851395179,United States,Multi-agent reinforcement learning for autonomous driving: A survey,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Alameda County,Berkeley,California
362,49,David J Lin,Georgia Institute of Technology,33.776094799999996,-84.3988076699857,United States,Synthetic seismocardiogram generation using a transformer-based neural network,Deflating dataset bias using synthetic data augmentation,Fulton County,Atlanta,Georgia
363,42,李轩,China University of Petroleum,35.9453575,120.1670032,China,"面向智能驾驶的平行视觉感知: 基本概念,框架与应用",Deflating dataset bias using synthetic data augmentation,,Huangdao District,Shandong
364,41,Yibo Wang,Tsinghua University,40.002290450000004,116.3209629696906,China,Detdiffusion: Synergizing generative and perceptive models for enhanced data generation and perception,Deflating dataset bias using synthetic data augmentation,,Haidian District,Beijing
365,41,Vinit Hegiste,TU Kaiserslautern,49.4246142,7.754214153273509,Germany,Addressing Heterogeneity in Federated Learning: Challenges and Solutions for a Shared Production Environment,Deflating dataset bias using synthetic data augmentation,,Kaiserslautern,Rhineland-Palatinate
366,40,Yara Suleiman,University of Connecticut,41.82175755,-72.24277535505323,United States,Synthetic data augmentation to enhance manual and automated defect detection in microelectronics,Deflating dataset bias using synthetic data augmentation,Capitol Planning Region,,
367,39,Sanchari Dhar,Kansas State University,39.20883,-96.58845116318602,United States,Evaluation of the benchmark datasets for testing the efficacy of deep convolutional neural networks,Deflating dataset bias using synthetic data augmentation,Riley County,Manhattan,Kansas
368,39,Sanchari Dhar,Kansas State University,39.20883,-96.58845116318602,United States,Testing bias in analysis of convolutional neural networks,Deflating dataset bias using synthetic data augmentation,Riley County,Manhattan,Kansas
369,39,Kareem Moussa,Computer Engineering,40.80803455,29.356343258075448,Turkey,A novel data augmentation approach for ego-lane detection enhancement,Deflating dataset bias using synthetic data augmentation,,,
370,39,Shubham Gujar,University of Southern California,34.02186895,-118.285857923125,United States,Genethos: A synthetic data generation system with bias detection and mitigation,Deflating dataset bias using synthetic data augmentation,Los Angeles County,Los Angeles,California
371,38,Wei Liu,Sun Yat-Sen University,23.09960335,113.29235087324346,China,Change Detection Based on Existing Vector Polygons and Up-to-Date Images Using an Attention-Based Multi-Scale ConvTransformer Network,DatasetEquity: Are All Samples Created Equal? In The Quest For Equity Within Datasets,,Haizhu District,Guangdong Province
372,38,Yongkun Liu,Sun Yat-Sen University,23.09960335,113.29235087324346,China,Change Detection Based on Existing Vector Polygons and Up-to-Date Images Using an Attention-Based Multi-Scale ConvTransformer Network,DatasetEquity: Are All Samples Created Equal? In The Quest For Equity Within Datasets,,Haizhu District,Guangdong Province
373,35,Yunlu Zhao,Shinshu University,36.7117308,138.4937932,Japan,A General Implicit Framework for Fast NeRF Composition and Rendering,LANe: Lighting-Aware Neural Fields for Compositional Scene Synthesis,Shimotakai County,,
374,33,Arun Dixit,Mysuru,12.3051828,76.6553609,India,"Preparing for the future: How organizations can prepare boards,leaders,and risk managers for artificial intelligence",Deflating dataset bias using synthetic data augmentation,Mysuru taluk,Mysuru,Karnataka
375,31,Nathan Tseng,Applied Intuition,,,,LANe: Lighting-aware neural fields for compositional scene synthesis,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,,
376,30,Yohan Poirier-Ginter,Université Côte d'Azur,43.716066999999995,7.264897360869565,France,A Diffusion Approach to Radiance Field Relighting using Multi-Illumination Synthesis,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Maritime Alps,Nice,Provence-Alpes-Côte d'Azur
377,28,Joseph Renzullo,Arizona State University,33.4213174,-111.93316305413154,United States,Automated Program Repair: Emerging trends pose and expose problems for benchmarks,Deflating dataset bias using synthetic data augmentation,Maricopa County,Tempe,Arizona
378,23,Heitor Cardoso,Technology,-0.2912908,36.0353719,Kenya,Data Augmentation Based on Virtual Wrist Devices for Fall Detection,Deflating dataset bias using synthetic data augmentation,Nakuru West,Kapkures ward,Nakuru
379,23,Heitor Cardoso,Norwegian University of Science,63.44802385,10.453639414751784,Norway,Data Augmentation Based on Virtual Wrist Devices for Fall Detection,Deflating dataset bias using synthetic data augmentation,Trøndelag,Trondheim,
380,23,Parvej Khan,Indian Institute of Technology Kanpur,26.513188,80.23648433095772,India,Role of Simulated Lidar Data for Training 3D Deep Learning Models: An Exhaustive Analysis,Deflating dataset bias using synthetic data augmentation,,Kanpur,Uttar Pradesh
381,22,Sudha Priyadarshini,Unknown affiliation,,,,Fedsyn: Synthetic data generation using federated learning,Deflating dataset bias using synthetic data augmentation,,,
382,19,Preetam Prabhu Srikar Dammu,University of Washington,47.65566375,-122.30270741043226,United States,Detecting spurious correlations via robust visual concepts in real and AI-generated image classification,Deflating dataset bias using synthetic data augmentation,King County,Seattle,Washington
383,19,Preetam Prabhu Srikar Dammu,University of Washington,47.65566375,-122.30270741043226,United States,Addressing weak decision boundaries in image classification by leveraging web search and generative models,Deflating dataset bias using synthetic data augmentation,King County,Seattle,Washington
384,18,Shutong Zhang,Stanford University,37.431313849999995,-122.16936535498309,United States,"Sun Off,Lights On: Photorealistic Monocular Nighttime Simulation for Robust Semantic Perception",SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Santa Clara County,,California
385,18,Kaiqiang Zhou,华为,22.6531258,114.0620241,China,Detdiffusion: Synergizing generative and perceptive models for enhanced data generation and perception,Deflating dataset bias using synthetic data augmentation,,Longgang District,Guangdong Province
386,18,Younghyun Kim,KAIST,36.3697191,127.36253700115094,South Korea,Discovering and Mitigating Visual Biases through Keyword Explanation,deepPIC: Deep perceptual image clustering for identifying bias in vision datasets,,Daejeon,
387,18,Meghana L Gaopande,Ford Motor Company,-38.10269175,144.3579853884846,Australia,deepPIC: Deep perceptual image clustering for identifying bias in vision datasets,Deflating dataset bias using synthetic data augmentation,,Geelong,Victoria
388,17,Shrey Gupta,Emory University,33.80045465,-84.31723780466274,United States,Transfer Learning via Latent Dependency Factor for Estimating PM 2.5,Deflating dataset bias using synthetic data augmentation,DeKalb County,Georgia
389,17,Shrey Gupta,Emory University,33.80045465,-84.31723780466274,United States,Spatial Transfer Learning for Estimating PM 2.5 in Data-Poor Regions,Deflating dataset bias using synthetic data augmentation,DeKalb County,Georgia
390,16,Xuan Cai,Beihang University,39.9809427,116.34097867654876,China,KoMA: Knowledge-driven Multi-agent Framework for Autonomous Driving with Large Language Models,Deflating dataset bias using synthetic data augmentation,,Haidian District,Beijing
391,16,Nicola Vanoli,Unknown affiliation,,,,A methodology for controlling bias and fairness in synthetic data generation,Deflating dataset bias using synthetic data augmentation,,,
392,15,Akshay Krishnan,Georgia Institute of Technology,33.776094799999996,-84.3988076699857,United States,LANe: Lighting-aware neural fields for compositional scene synthesis,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Fulton County,Atlanta,Georgia
393,13,Alban Gauthier,INRIA Sophia-Antipolis,43.6162999,7.0680469,France,A Diffusion Approach to Radiance Field Relighting using Multi-Illumination Synthesis,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Maritime Alps,,Provence-Alpes-Côte d'Azur
394,13,Deepak Bajhaiya,IIT Madras,12.9914769,80.2336786,India,Deep learning--powered generation of artificial endoscopic images of GI tract ulcers,Deflating dataset bias using synthetic data augmentation,,,Tamil Nadu
395,11,Sushruth Nagesh,Ford Motor Company,-38.10269175,144.3579853884846,Australia,DatasetEquity: Are All Samples Created Equal? In The Quest For Equity Within Datasets,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,Geelong,Victoria
396,11,Sushruth Nagesh,Ford Motor Company,-38.10269175,144.3579853884846,Australia,Unveiling the Ambiguity in Neural Inverse Rendering: A Parameter Compensation Analysis,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,Geelong,Victoria
397,11,Sushruth Nagesh,Ford Motor Company,-38.10269175,144.3579853884846,Australia,DatasetEquity: Are All Samples Created Equal? In The Quest For Equity Within Datasets,Deflating dataset bias using synthetic data augmentation,,Geelong,Victoria
398,11,Sushruth Nagesh,Ford Motor Company,-38.10269175,144.3579853884846,Australia,DatasetEquity: Are All Samples Created Equal? In The Quest For Equity Within Datasets,deepPIC: Deep perceptual image clustering for identifying bias in vision datasets,,Geelong,Victoria
399,11,Pemma Reiter,Arizona State University,33.4213174,-111.93316305413154,United States,Automated Program Repair: Emerging trends pose and expose problems for benchmarks,Deflating dataset bias using synthetic data augmentation,Maricopa County,Tempe,Arizona
400,11,Axel Wassington,Universitat Politècnica de Catalunya,41.22144745,1.7301449113565364,Spain,Bias reduction via cooperative bargaining in synthetic graph dataset generation,Deflating dataset bias using synthetic data augmentation,Garraf,,Catalonia
401,9,Mayukh Sattiraju,Clemson University,34.66869155,-82.83743475607795,United States,"Active data collection,sampling,and generation for use in training machine learning models for automotive or other applications",Neural network image processing,Pickens County,,South Carolina
402,8,Eduarda Vaz,Johns Hopkins University,39.33020225,-76.62185357858337,United States,Data Augmentation Based on Virtual Wrist Devices for Fall Detection,Deflating dataset bias using synthetic data augmentation,,Baltimore,Maryland
403,7,Guillem Delgado,Researcher,41.6567749,41.6398829,United States,Methodology for generating synthetic labeled datasets for visual container inspection,Deflating dataset bias using synthetic data augmentation,,Batumi,Autonomous Republic of Adjara
404,4,Karthik Reddy Kanjula,Researcher,41.6567749,41.6398829,United States,An Edge Internet of Things Framework for Machine Learning-Based Skin Cancer Detection Models,Deflating dataset bias using synthetic data augmentation,,Batumi,Autonomous Republic of Adjara
405,4,"Simon Hall{\""o}sta",Blekinge Institute of Technology,56.182010149999996,15.591007904064151,Sweden,Effects of Foreground Augmentations in Synthetic Training Data on the Use of UAVs for Weed Detection,Deflating dataset bias using synthetic data augmentation,Blekinge County,Karlskrona,
406,4,Gary Sun,University of Waterloo,43.4701994,-80.54524293779451,Canada,Neural lighting simulation for urban scenes,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Region of Waterloo,Wilmot,Ontario
407,3,Thang-Anh-Quan Nguyen,Huawei Technologies France,48.8317802,2.2583134,France,Semantically-aware Neural Radiance Fields for Visual Scene Understanding: A Comprehensive Review,LANe: Lighting-Aware Neural Fields for Compositional Scene Synthesis,Hauts-de-Seine,Boulogne-Billancourt,Ile-de-France
408,2,Junhyeck Choi,Seoul National University,37.46691,126.94771,South Korea,StarGAN Model to Translate Interior Style Trained with Virtual Images,Deflating dataset bias using synthetic data augmentation,,Seoul,
409,1,Wissam Salhab,Chicoutimi,48.3370248,-71.12352613559267,Canada,"A Systematic Literature Review on AI Safety: Identifying Trends,Challenges and Future Directions",deepPIC: Deep perceptual image clustering for identifying bias in vision datasets,,Saguenay,Quebec
410,1,Patrick Bezzina,Independent Researcher,,,,Improving portfolio construction using deep generative machine learning models applying generative models on financial market data,Deflating dataset bias using synthetic data augmentation,,,
411,NA,Ahmed Anwar,DFKI,52.5243079,13.3444441,Germany,Addressing Heterogeneity in Federated Learning: Challenges and Solutions for a Shared Production Environment,Deflating dataset bias using synthetic data augmentation,,Berlin,
412,NA,Cedric Perauer,TU Munich,48.2655696,11.669345610437997,Germany,Method and device for recognizing a parking space for a vehicle using machine learning methods,Enhanced vehicle operation,Landkreis München,,Bavaria
413,NA,AMassachusetts Institute of TechnologyRaj,Google Mountain View,37.419000999999994,-122.08237596053958,United States,LANe: Lighting-aware neural fields for compositional scene synthesis,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Santa Clara County,Mountain View,California
414,NA,Michael Sollami,N/A,,,,Parallel learning: Overview and perspective for computational learning across Syn2Real and Sim2Real,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,,
415,NA,Sonke Rohde,N/A,,,,Parallel learning: Overview and perspective for computational learning across Syn2Real and Sim2Real,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,,
416,NA,Alan Martin Ross,N/A,,,,Parallel learning: Overview and perspective for computational learning across Syn2Real and Sim2Real,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,,
